,activity,grade,merit,message,time,user
3,350       ,Member Offline,10,"['In my opinion, if you accept to participate in the stock market, you must learn to decide and accept the risks and mistakes that you have made. Because the market is hard to predict, it fluctuates constantly, so try to believe in yourself and make the right decision to make a good profit. No one can foresee the future.']","September 12, 2018, 07:06:19 AM",ajaymukund
4,448       ,Full Member Offline,100        Citowise-Developing Crypotpayment Infrastructure,"['<div class=""quoteheader""><a href=""https://bitcointalk.org/index.php?topic=4631576.msg45395759#msg45395759"">Quote from: Malam90 on September 08, 2018, 05:56:31 PM</a></div>', '<div class=""quote"">Prediction have an impact on the price. I don\'t rely on others prediction.\xa0 I invest on my own research regularly. Unaware investors depend on rumor or other prediction.<br/></div>', 'Yes it have an impact but we should not rely on it because prediction are sometimes make to manipulate a price on which can cause us a losses and also the market are too hard to predict because its movements are based on the demands. Doing own research is very important for everyone because it serves us a guide to continuously hold a certain coin that could give us a huge profit in the future.']","September 12, 2018, 07:21:47 AM",Nasty23
5,773       ,Sr. Member Offline,250,"[""In General these forecasts are a headache.I have never done this and I will not do it.I believe in cryptocurrency and I don't really care how much it costs.My goal is not to get rich as soon as possible.""]","September 12, 2018, 07:39:37 AM",anti76
6,107       ,Newbie Offline,0,"['<div class=""quoteheader""><a href=""https://bitcointalk.org/index.php?topic=4631576.msg45567819#msg45567819"">Quote from: anti76 on September 12, 2018, 07:39:37 AM</a></div>', '<div class=""quote"">In General these forecasts are a headache.I have never done this and I will not do it.I believe in cryptocurrency and I don\'t really care how much it costs.My goal is not to get rich as soon as possible.<br/></div>', '<br/>', 'Well are you sure that your goal is not to get rich very soon? Because a lot of us here have same goals in life, and this is to become rich with the use of cryptocurrencies.']","September 12, 2018, 07:54:10 AM",ace1105
7,364       ,Member Offline,11        https://geeba.io,"['<div class=""quoteheader""><a href=""https://bitcointalk.org/index.php?topic=4631576.msg45282500#msg45282500"">Quote from: notyours on September 06, 2018, 01:15:09 PM</a></div>', '<div class=""quote"">There are so many predictions this year are wrong. So I do not believe in it anymore and it is better for us to work out how to be able to learn exactly what the possibilities are.<br/>We can find out what prices can happen depending on the development of the crypto currency. If it is a good idea, it will definitely increase the demand and can be a result of price hikes.<br/></div>', '<br/>', 'I agree, where when I see some predictions and coin signals and I apply it to trading, it makes me worse off, until I conclude that predictions and coin signals will lead us to one point and they will take another point. I am currently learning from market trends and analysis because it is more profitable than others']","September 12, 2018, 09:23:46 AM",yitzjoe
8,238       ,Member Offline,10,"['<div class=""quoteheader""><a href=""https://bitcointalk.org/index.php?topic=4631576.msg45374927#msg45374927"">Quote from: Sunnyyy on September 08, 2018, 10:05:05 AM</a></div>', '<div class=""quote"">We should not put too much faith in predictions. It may be right or it may be wrong. And as an investor, we should limit investment incorrectly. Be confident with your decision and invest it with strategies that fit the market situation.<br/></div>', '<br/>', 'Its true, we should assume prediction is second opinion. Every investment we made, its should based on our analysis not others people analysis or prediction. Research before making investment will minimizing risk on our investment']","September 12, 2018, 09:59:47 AM",Menawi12
9,588       ,Sr. Member Offline,250,['yes you should be able to stay away from the predictions in the exchange place because the conditions of the bitcoin and some cryptocurrency prices have movements that are very difficult to predict and when you believe the prediction in the market is almost inaccurate.'],"September 12, 2018, 10:42:29 AM",taliwang
10,252       ,Newbie Offline,0,"['Cryptomarket is too difficult to predict and every news can easily damage or build everything.', '<br/>', 'I think everyone starts to realize that predictions are powerless. So we must be sure of our own analysis.']","September 08, 2018, 10:05:58 AM",Harpawan
11,126       ,Newbie Offline,0,"[""what's the use of market predictions? it's just a speculation and I think it's just nonsense. Bitcoin can never be predicted by anyone.""]","September 08, 2018, 10:16:36 AM",ngamuk tok
12,84       ,Newbie Offline,0,['There are two reasons first of all it is totally an unpredictable subject and secondly wrong prediction can make big damage and we have to pay big penalty for wrong prediction.'],"September 08, 2018, 07:07:19 PM",DannyMarco
13,336       ,Member Offline,10        Video Layer for Ads - vidy.com,"['We can know and think if many prediction are correct how many people become rich person just few time, but there are not one could know prediction of bitcoin or some altcoin price. we can analyze about altcoin price day by day.']","September 12, 2018, 07:18:33 AM",alonelyorange
14,224       ,Member Offline,11,"['There are many scammers nowadays, and most of them are from traders. Stay away from prediction something in some trading, like they will offer you a perfect trade signals and you will pay them. That is really hard for everybody, it is really really risky, you should keep away on that kind of platform.']","September 12, 2018, 07:37:42 AM",Pedro18
15,28       ,Newbie Offline,0,['prediction is not sure thing but we have learn about market'],"September 12, 2018, 07:41:48 AM",dtpman
16,15       ,Newbie Offline,0,"[""I agree with many guys, I personally never guess what will happen to the course bitcoin, bitcoin is very unstable, and it's hard to guess what the price will be, it depends very much on the news. It also depends very much on how big players will behave themselves, they will buy or sell a large volume.""]","September 12, 2018, 08:13:00 AM",GreenRydia
17,392       ,Full Member Offline,103,"['First of all, we must rely on ourselves, we ourselves must be able to analyze the current market. Because, blindly believing that the predictions of other people will prove to be right, it is dangerous for our money']","September 12, 2018, 09:53:43 AM",KotiKo
18,43       ,Newbie Offline,0,['One of the properties of a good trader is ability to predict the movement of the market. But it may not be really advisable to make prediction during sharp uptrend or sharp downtrend because most predictions made at this period seems not to work out fine.'],"September 12, 2018, 10:10:08 AM",Ayohafees
19,27       ,Newbie Offline,0,['Many people fell victim of this and as such lost there funds due to incomplete information before making predictions.'],"September 12, 2018, 10:46:47 AM",topsyze
0,196       ,Member Offline,10,"[""Price prediction has always been part of this market and I think they add to the rise and fall of the market. People can act on predictions such that they rush into the market. It wouldn't be always right but it guides one's decision.""]","September 12, 2018, 11:28:11 AM",Nanagyasi
1,72       ,Newbie Offline,0,"['<div class=""quoteheader""><a href=""https://bitcointalk.org/index.php?topic=4631576.msg41862696#msg41862696"">Quote from: 9jaflick on July 09, 2018, 07:56:47 PM</a></div>', '<div class=""quote"">As an investor one thing you shouldn\'t engage yourself with is Predictions, if you want to be successfully in this Crypto ecosystem, you need to stay off any form of market prediction.<br/><br/>Here are few reasons why you shouldn\'t engaged with it (market/price prediction) <br/><br/>1. Predictions can be wrong<br/><br/>2. Listening to predictions makes you a speculator<br/><br/>3. Listening to predictions makes you an onlooker<br/><br/>4. Price prediction gives you nothing for today, only false hope<br/><br/>5. Listening to price prediction makes you think in one direction<br/><br/>Finally<br/><br/><b>Don\x92t let speculation and assumption make you decide what to do.</b><br/></div>', 'You are very right. Even some of the market predictions are misleading.']","September 12, 2018, 11:50:51 AM",Joe103
2,224       ,Jr. Member Offline,1        The Premier Digital Asset Management Ecosystem,"['Trading is not a game of luck. ', '<br/>', 'A combination of technical analysis, chart movements, project development and updates, and expected announcements can give a trader an idea of the direction the market would take. It is not always accurate, but nothing is certain in cryptocurrency. ']","September 12, 2018, 12:02:29 PM",Marcel666
3,56       ,Newbie Offline,0,"['Trading is based on predictions, without predicting the opportunity to gain profits or receive future losses will be difficult to calculate.', '<br/>', 'Prediction is needed to make choices. Without predictions, one will find it difficult to determine what goals and steps he will take and face later.']","September 12, 2018, 12:07:57 PM",bocah cilik
4,324       ,Full Member Offline,100,"['<div class=""quoteheader""><a href=""https://bitcointalk.org/index.php?topic=4631576.msg41862696#msg41862696"">Quote from: 9jaflick on July 09, 2018, 07:56:47 PM</a></div>', '<div class=""quote"">As an investor one thing you shouldn\'t engage yourself with is Predictions, if you want to be successfully in this Crypto ecosystem, you need to stay off any form of market prediction.<br/><br/>Here are few reasons why you shouldn\'t engaged with it (market/price prediction) <br/><br/>1. Predictions can be wrong<br/><br/>2. Listening to predictions makes you a speculator<br/><br/>3. Listening to predictions makes you an onlooker<br/><br/>4. Price prediction gives you nothing for today, only false hope<br/><br/>5. Listening to price prediction makes you think in one direction<br/><br/>Finally<br/><br/><b>Don\x92t let speculation and assumption make you decide what to do.</b><br/></div>', '<br/>', 'Very strange position. I so understood that you advise people to bet on luck. You can not do it this way. To earn in this market one must have good knowledge, including the ability to conduct technical and fundamental analysis.']","September 12, 2018, 12:12:47 PM",izza123
5,70       ,Jr. Member Offline,1        🔵MovieCoin🔵,"['When the market began to grow, my friends and I decided to trust the traders ! The traders had a pay-per-view channel in telegram and we bought it and then it brought us profits and we thought we were in the right place. But in fact, everything just grew up in whatever you invested and when everything started to fall, we realized that they were scammers and never bought chats with the market forecast !']","September 12, 2018, 02:43:24 PM",winstonchurchillwar
6,252       ,Jr. Member Offline,1        The Premier Digital Asset Management Ecosystem,"['I believe that trying to predict the market leads to disappointment. therefore, the best strategy is a long-term investment. there are only 2 options, or the technology will grow, or not)', '<br/>']","September 14, 2018, 03:55:31 PM",Wall_Streeet
7,532       ,Sr. Member Offline,250,"['This is a speculative market and Bitcoin is largely a speculative asset. Also most of crypto trading is based on short-term predictions. If people stop predicting / speculating on bitcoin prices, market movements will stop and growth will be stopped. Without predictions, nothing will be achieved.']","September 14, 2018, 04:04:51 PM",maskeffec
8,42       ,Jr. Member Offline,4,"[""Predictions are based only on one's subjective views, it is not entirely accurate. You should not trust anyone other than yourself. Believe in your knowledge.""]","September 14, 2018, 04:12:24 PM",trungquoc4622342
9,124       ,Newbie Offline,0,"['Predictions for me is very useful to analyze the market and how they predict it.. I use TDView website to check on how other people see the market if its going up or low.. also some people rely on on this chart since you dont know if that is true and not to rely on other information on the intenet. \xa0', '<img alt=""Sad"" border=""0"" src=""https://bitcointalk.org/Smileys/default/sad.gif""/>']","September 14, 2018, 04:14:45 PM",archierabe100
10,66       ,Newbie Offline,0,"['Prediction is very important to know market conditions, without predictions we will be confused to analyze market conditions. Sometimes the prediction itself is needed for us to speculate.']","September 12, 2018, 11:49:41 AM",kehed90
11,238       ,Jr. Member Online,1,"['In the conditions of constant market manipulation, any forecasting becomes meaningless. Therefore, the market needs regulation and, after it, the inflow of large capital.']","September 12, 2018, 11:57:35 AM",alex_gr_cc
12,602       ,Sr. Member Offline,250,"['<div class=""quoteheader""><a href=""https://bitcointalk.org/index.php?topic=4631576.msg45574988#msg45574988"">Quote from: taliwang on September 12, 2018, 10:42:29 AM</a></div>', '<div class=""quote"">yes you should be able to stay away from the predictions in the exchange place because the conditions of the bitcoin and some cryptocurrency prices have movements that are very difficult to predict and when you believe the prediction in the market is almost inaccurate.<br/></div>', ""well, sometimes predictions like that will only make a loss. one thing I suggest, when you have gotten a big enough profit, take it, don't wait for another opportunity with predictions that can make you greedy.""]","September 12, 2018, 12:04:23 PM",wildey
13,336       ,Member Offline,10,"['I have personally made many prediction based on the situation on ground then, but none of my prediction work. Mostly my predictions is all about price increment after a period of time but does not follows. one thing we must know is that prediction is also part of this market because some happened exactly the way it was predicted.']","September 12, 2018, 12:11:12 PM",ahiaba.john@yahoo.com
14,182       ,Copper Member,0,['If we have to move our business forward. And earning money in it. So we should not believe in any kind of future. Because such a prediction is just a rumor. If we do all these rumors on yawn and invest in it. So we have 99% of the damage from that investment. We should not ignore these prophecies.'],"September 12, 2018, 12:49:37 PM",saumang2m
15,462       ,Sr. Member Offline,250,"['<div class=""quoteheader""><a href=""https://bitcointalk.org/index.php?topic=4631576.msg41862696#msg41862696"">Quote from: 9jaflick on July 09, 2018, 07:56:47 PM</a></div>', '<div class=""quote"">As an investor one thing you shouldn\'t engage yourself with is Predictions, if you want to be successfully in this Crypto ecosystem, you need to stay off any form of market prediction.<br/><br/>Here are few reasons why you shouldn\'t engaged with it (market/price prediction) <br/><br/>1. Predictions can be wrong<br/><br/>2. Listening to predictions makes you a speculator<br/><br/>3. Listening to predictions makes you an onlooker<br/><br/>4. Price prediction gives you nothing for today, only false hope<br/><br/>5. Listening to price prediction makes you think in one direction<br/><br/>Finally<br/><br/><b>Don\x92t let speculation and assumption make you decide what to do.</b><br/></div>', '<br/>', 'Yes, you are quite right. We must always rely on our own thoughts and intuition. We need to do our own research and only then make important decisions.', '<br/>']","September 12, 2018, 03:17:38 PM",MinerFTW
16,185       ,Member Offline,10,"[""crypto market is not stable at all, I don't know how people can predict crypto value for the next 5 years. they even know the uncertainty in the crypto world.""]","September 14, 2018, 04:02:48 PM",*kimcil*
17,364       ,Full Member Offline,100,"[""I agree with you, but it doesn't hurt if you want to start buying coins, we must to find out about the price predictions that will occur, will go up or down. but if you have continued to buy or invest, it is advisable to stay away from price predictions, because of the reasons above that can harm us and make us panic selling.""]","September 14, 2018, 04:08:08 PM",Triwiyono
18,362       ,Full Member Offline,100,"['yes we have to stay away from market predictions so we are not affected by news that is not good with bitcoin. we all have to stand firm and must be able to withstand emotions when market prices decline, we all will definitely get huge profits when the market recovers.']","September 14, 2018, 04:13:56 PM",ir.yance
19,42       ,Newbie Offline,0,"[""Forecasts are different. I agree that believing everything is ridiculous. however, it is necessary to control the market at least for their actions and understand what is happening. For example, I drew a parallel between the bitcoin market and the Microsoft stock market in 2000 and saw a lot of coincidences, also made a forecast for myself. To my surprise, a lot of traders agree about me. but we must understand that this is just a forecast and the market can turn in a completely different direction. That's market.""]","September 14, 2018, 04:18:54 PM",Senya777
0,84       ,Newbie Offline,0,"['Most market predictions are very deceptive. Following market predictions without any apparent pr baseline information about the market may lead you into a deep tip fall. I use to following one cypto signal. At first i found it quieting interesting how the predictions come and there is sudden change in the market. But then, later i realized it has been very misleading. And most often than not has cost me lost of lot of money. \xa0']","September 14, 2018, 04:20:35 PM",Osaaah
1,397       ,Full Member Offline,100,"[""Market predictions actually cannot be accurate. Current market predictions are only one opinion that only confuses market owners. because maybe now the prediction will be inferior to the actual event. so I don't think too much of the market predictions that give a basic statement.""]","September 14, 2018, 04:38:45 PM",javainn
2,420       ,Full Member Offline,"100        ""FIRST SELF-SUSTAINING CRYPTO INFRASTRUCTURE""","[""Yes, don't believe another person or another organization where you will find prediction about market. Make your own research about market for some days, you will be able to take your decision. You may sometimes misunderstood by own opinion but after some days you will able to take right decision. "", '<br/>', '<br/>', '<br/>', '<br/>', '<br/>']","September 14, 2018, 05:06:38 PM",pragna
3,423       ,Sr. Member Offline,250        FIRST SELF-SUSTAINING CRYPTO INFRASTRUCTURE,"[""Market predictions can be taken into consideration in making decisions, but sometimes can also make us lose confidence and panic. For that, in investing in bitcoin or cryptocurrency, we should understand what we invest and how it works and what factors influence the price movement. So we can make a decision when it's time to buy and sell or hold, and always have confidence and be able to be patient in waiting for price increases.""]","September 14, 2018, 08:01:27 PM",Jian_Liux
4,98       ,Jr. Member Offline,2,['Not love forecasts.No one can predict the price movement.You must understand that in case of failure you will only blame yourself'],"September 14, 2018, 09:30:56 PM",Sergey698698
5,28       ,Newbie Offline,0,"['In my opinion, when you invest in a certain market, you should carefully study the market and read the posts on this forum like? The market will continue to grow or decline more and more to you to decide whether to continue on it or not.']","September 17, 2018, 10:59:32 AM",Benatiabayer
6,546       ,Sr. Member Offline,250        PlayGame.com,"[""in my opinion it's wrong. we must get information from all sources including market predictions or predictions from coin trading experts. so we can get more knowledge if we will invest or start trading coins. we will also get more up-to-date information if we follow market predictions.""]","September 17, 2018, 11:17:17 AM",yurekaa
7,14       ,Newbie Offline,0,"['Have a point though but how do we study the market without predictions? ', '<br/>', '<br/>', 'Everything is based on predictions. ', '<br/>', '<br/>', ""Even sometimes science is based on predictions and so I think they're good. "", '<br/>', '<br/>', ""We've just got to be very careful and make good choices........................""]","September 17, 2018, 11:25:23 AM",Prayankpaul
8,27       ,Newbie Offline,0,"['Predicting short-term movement of any stock or the market in general, not only calls for an ability to correctly predict all these parameters but also an ability to predict how the majority of investors would react to each of these events. It is beyond the scope of almost all investors to correctly and consistently predict these things. ', '<br/>']","September 17, 2018, 12:14:55 PM",Hiroyuki879
9,14       ,Newbie Offline,0,"['I never believed analyzed the market on the internet, or some blogs of experts are correct. ', '<br/>', '<br/>', '<br/>', 'I believe in analyzing my market rather than believing some others. ', '<br/>', '<br/>', 'Sometimes my analysis may be wrong, ', '<br/>', '<br/>', 'but, most of the time I have analyzed the price of the market recently are accurate']","September 17, 2018, 12:50:19 PM",Prostoper
10,11       ,Newbie Offline,0,"[""Also majority of the crypto trades are based on short term predictions. If people stop predicting/speculating bitcoin's price, the market movement will be halted and the growth will be stopped. Bitcoin is largely a speculative asset. Without prediction, nothing will be achieved.""]","September 14, 2018, 04:32:27 PM",doanngocdiep02
11,269       ,Full Member Offline,100        BitSong is decentralized music streaming platform,"['Market predictions can be right, we, as investors, can learn market predictions to plan to buy a coin and sell it at the right time. You will act nonsense without a prediction and cannot develop better.']","September 14, 2018, 05:01:30 PM",cjinny
12,210       ,Jr. Member Offline,3,"[""I agree with many guys! I personally never guess what will happen to the course bitcoin! bitcoin is very unstable, and it's hard to guess what the price will be! it depends very much on the news. It also depends very much on how big players will behave themselves, they will buy or sell a large volume!""]","September 14, 2018, 07:44:30 PM",amber deposit
13,261       ,Jr. Member Offline,4        Ethereum Limited Edition ICO,"['<div class=""quoteheader""><a href=""https://bitcointalk.org/index.php?topic=4631576.msg43540740#msg43540740"">Quote from: Kimi80 on August 05, 2018, 05:54:18 PM</a></div>', '<div class=""quote"">There are lots of predictions coming from the experts and they can be totally opposite one to another. Practically you can not know what to listen. But it is still more than good to keep in touch with those because we can define our own picture about market by using informations from the predictions and combine it with current situation that we can see by daily observation. <br/></div>', '<br/>', 'You are right.\xa0 Although there are lots of predictions about the market prices, no one can really predict what might going to happen for the prices of cryptocurrency but atleat it can give you an idea plus if you will study the flow of prices every year and the current market situation, it might help you as well, I mean by deciding what you will do with your coins.']","September 14, 2018, 09:29:43 PM",nicolesalv
14,112       ,Member Offline,10,['Market predictions has now become the order of the day and many people are following them selling their coins at lower prices. I think those who does that are those who buys them at that lower price. Lets keep away from them and be patient.'],"September 14, 2018, 09:55:36 PM",94K
15,476       ,Full Member Offline,102,"['Based on the analysis some of the experts will predict but there is no guarantee whether it will reach their target or not. Of course, sometimes we should not bother about dreaming those predictions because we might be in troubled if we buy bitcoin at the high value.']","September 17, 2018, 11:04:22 AM",miningguru
16,322       ,Member Offline,10,['Market prediction is a kind of manipulation that is why you need to stay away or off from it. You will only lose your bitcoin or fiat if you plan to follow the market prediction. Invest and decide on your own.'],"September 17, 2018, 11:19:43 AM",letsfly
17,301       ,Full Member Offline,100,"['<br/>', 'Yes, right, because only predictions are not necessarily true accurately. and can interfere with all of our performance results while playing with bitcoin. what we have to instill in ourselves is that we must be optimistic and confident that what we have lived or done so far in relation to bitcoin is true as long as we think positively, because I believe that bitcoin can change my economy, and help all in terms of the economy.']","September 17, 2018, 11:30:04 AM",syntac
18,532       ,Sr. Member Offline,251,"['<div class=""quoteheader""><a href=""https://bitcointalk.org/index.php?topic=4631576.msg41862696#msg41862696"">Quote from: 9jaflick on July 09, 2018, 07:56:47 PM</a></div>', '<div class=""quote"">As an investor one thing you shouldn\'t engage yourself with is Predictions, if you want to be successfully in this Crypto ecosystem, you need to stay off any form of market prediction.<br/><br/>Here are few reasons why you shouldn\'t engaged with it (market/price prediction) <br/><br/>1. Predictions can be wrong<br/><br/>2. Listening to predictions makes you a speculator<br/><br/>3. Listening to predictions makes you an onlooker<br/><br/>4. Price prediction gives you nothing for today, only false hope<br/><br/>5. Listening to price prediction makes you think in one direction<br/><br/>Finally<br/><br/><b>Don\x92t let speculation and assumption make you decide what to do.</b><br/></div>', '<br/>', 'I try to engage to some predictions if they predict right they will post that they have the right predictions if they have wrong predictions they will delete their post about it.']","September 17, 2018, 12:36:38 PM",francesyrus
19,280       ,Member Offline,10,"['I think the market prediction is important, because if without market predictions we will use what is a reference for trading, although sometimes the predictions are far from reality, but at least we have a picture even though it is not appropriate.']","September 17, 2018, 01:08:18 PM",KorakPawon
0,350       ,Full Member Offline,100,"[""I agree with your opinion, predictions can be true and can also be wrong, especially if you follow other people's predictions, predictions are the same as speculation, you better do research and price movement analysis, in trading that are confident and don't panic""]","September 17, 2018, 01:11:31 PM",osmo
1,154       ,Jr. Member Offline,1,"[""Predictions can cause unnecessary illusion, mirage and extreme dependence of what is yet to come.\xa0 But if you're ever lucky, market predictions can be a leading insight into what is possibly forth coming. "", '<br/>', 'But I advice that market predictions should be taken lightly. While you take the juice out of it, you should be advised to remain focus on the reality of the market of your trade. Gracefully we have charts that show steady trading insights and market value.']","September 18, 2018, 06:21:24 AM",thankyoulord
2,420       ,Full Member Offline,100,"['<div class=""quoteheader""><a href=""https://bitcointalk.org/index.php?topic=4631576.msg41862696#msg41862696"">Quote from: 9jaflick on July 09, 2018, 07:56:47 PM</a></div>', '<div class=""quote"">As an investor one thing you shouldn\'t engage yourself with is Predictions, if you want to be successfully in this Crypto ecosystem, you need to stay off any form of market prediction.<br/><br/>Here are few reasons why you shouldn\'t engaged with it (market/price prediction) <br/><br/>1. Predictions can be wrong<br/><br/>2. Listening to predictions makes you a speculator<br/><br/>3. Listening to predictions makes you an onlooker<br/><br/>4. Price prediction gives you nothing for today, only false hope<br/><br/>5. Listening to price prediction makes you think in one direction<br/><br/>Finally<br/><br/><b>Don\x92t let speculation and assumption make you decide what to do.</b><br/></div>', '<br/>', 'Well, here are some of the explanation I have per point.', '<br/>', '<br/>', ""1. I agree, predictions can be wrong or they're wrong most of the time. If you want to believe, the percentage of it being correct is probably around 5-10% based on my judgement."", '<br/>', '<br/>', ""4. And with false hope, you start becoming miserable and you start panic selling whatever you have to 'cut losses' or some sort."", '<br/>', '<br/>', ""If you really want to listen to speculations, never expect. Because most of the time, they're plain downers and would only mess up your mind, clouding your judgement and making you emotional at the same time; a very bad combination when it comes to investments.""]","September 18, 2018, 06:39:55 AM",thenameisjay
3,28       ,Newbie Offline,0,"['<div class=""quoteheader""><a href=""https://bitcointalk.org/index.php?topic=4631576.msg45823492#msg45823492"">Quote from: yurekaa on September 17, 2018, 11:17:17 AM</a></div>', '<div class=""quote"">in my opinion it\'s wrong. we must get information from all sources including market predictions or predictions from coin trading experts. so we can get more knowledge if we will invest or start trading coins. we will also get more up-to-date information if we follow market predictions.<br/></div>', 'Without predictions such as walking without direction, therefore the predictions of experts are used as a reference for making decisions in bitcoin trading or investment. But, the predictions of experts can be ignored if our calculations are different. Because their predictions can also be wrong.']","September 18, 2018, 06:42:20 AM",beyasuli
4,22       ,Newbie Offline,0,"['Forecasting the market today has become the order of the day and many people are selling their money at lower prices. Allow them to stay away and be patient. The market will continue to grow or decline more and more, so you can decide whether to continue or not.']","September 30, 2018, 03:25:11 AM",Rowena123
5,359       ,Full Member Offline,100        New Era of Freelancing,"['Very often, forecasts of well-known analysts are made for the purpose of market manipulation.']","October 04, 2018, 06:52:12 AM",Andrey13101991
6,323       ,Member Offline,10,"[""Predictions are speculations. It may happen or it may not, that's why we call it prediction. Predictions make the market moving, if not because of it, there will be no transactions that will happen in the market, people will not buy and sell their coins and tokens. We will not assume high price that may happen in the market that will push us to hold our coins\xa0 as well as the dips and fall of it. ""]","October 04, 2018, 09:41:28 AM",princesspoppy
7,39       ,Copper Member,"1        www.Crypto24Radio.com - 24/7 news, podcasts, music","[""Lol, isn't predicting the market the key aspect when making your investment decisions? When you invest in an asset, you believe the value of it will increase, right? That's already predicting it's future value. Yes, predictions can be wrong, that's a risk, but investing is a risky business and that's just a nature of it. ""]","October 04, 2018, 09:54:30 AM",WillyZ
8,518       ,Sr. Member Offline,256,"['I used to read and believe some predictions of some crypto analysts when I was still a newbie in this forum and in cryptocurrency trading. Many of them are well-known personalities in the crypto world but none of their predictions came true. Predictions and speculations are part of trading, whether it is in cryptocurrency, stocks or forex but believing it blindly is not good because no one can really predict what will happen in the future. Study and monitor the market instead and always updated on price movements.']","October 04, 2018, 10:18:30 AM",Rooster101
9,140       ,Jr. Member Offline,1        eLYQD ICO,"[""forecasts may be good, but don't need to listen to each of them and you need to pay attention to the total information"", '<br/>']","October 04, 2018, 02:58:53 PM",Globalbitcoinl
10,266       ,Member Offline,10,"['although the prediction is sometimes not in accordance with the reality but still that market prediction is important because it can be used as a benchmark for the world market, if we do not use the prediction what is the benchmark.']","September 17, 2018, 01:11:51 PM",Tigorss
11,280       ,Full Member Offline,100,"[""It's nonsense. If we do not base our actions on the analysis, it turns out we are just Russian roulette players.""]","September 18, 2018, 06:28:58 AM",Faroxx
12,476       ,Full Member Offline,100,['Avoid market predictions because predictions are not something that will definitely happen because all are mere estimates.'],"September 18, 2018, 06:41:42 AM",Kuchiyose
13,462       ,Full Member Offline,100,"['<div class=""quoteheader""><a href=""https://bitcointalk.org/index.php?topic=4631576.msg45857214#msg45857214"">Quote from: Kuchiyose on September 18, 2018, 06:41:42 AM</a></div>', '<div class=""quote"">Avoid market predictions because predictions are not something that will definitely happen because all are mere estimates.<br/></div>', '<br/>', ""yes because they are called predictions at the first place which means un reality or dont have any guarantee that it'll happen fo real . \xa0but i guess its okay to have a prediction because that will somehow motivate our selves by thinking positive thoughts as most of prediction are mainly focuss on positivity rather than being negative ."", '<br/>', '<br/>', '<br/>', '<div class=""quoteheader""><a href=""https://bitcointalk.org/index.php?topic=4631576.msg45856817#msg45856817"">Quote from: Faroxx on September 18, 2018, 06:28:58 AM</a></div>', '<div class=""quote"">It\'s nonsense. If we do not base our actions on the analysis, it turns out we are just Russian roulette players.<br/></div>', '<br/>', 'yes all of us here are like playing\xa0 Russian roulette because cryptos are like gambling . we dont know the total outcome of their prices and we are being played by big players such as whales . so , we need some luck to be able to earn from this market .']","September 18, 2018, 06:48:55 AM",jakezyrus
14,130       ,Jr. Member Offline,1,['they have a system to buy in advance after that they will sell it quickly and finally you are stuck with expensive prices because all predictions in several groups on the telegram or anywhere will definitely experience errors and surely you will get stuck in their signal'],"October 04, 2018, 06:38:09 AM",Muspion
15,504       ,Sr. Member Offline,250        PlayGame.com,"['<div class=""quoteheader""><a href=""https://bitcointalk.org/index.php?topic=4631576.msg41869035#msg41869035"">Quote from: abanansah on July 09, 2018, 10:31:31 PM</a></div>', '<div class=""quote"">Predictions are the basis of trading on which decision are made. There is no sure thing in crypto trading and all things are base on speculations from traders and analyst. <br/></div>', 'what you say in your opinion is very precise predictions about crypto currencies are very difficult for its certainty here it takes confidence and trust in what we invest']","October 04, 2018, 07:23:43 AM",signup01
16,336       ,Full Member Offline,100,"['<div class=""quoteheader""><a href=""https://bitcointalk.org/index.php?topic=4631576.msg45827984#msg45827984"">Quote from: KorakPawon on September 17, 2018, 01:08:18 PM</a></div>', '<div class=""quote"">I think the market prediction is important, because if without market predictions we will use what is a reference for trading, although sometimes the predictions are far from reality, but at least we have a picture even though it is not appropriate.<br/></div>', 'yes we have to stay away from market predictions because the market is unpredictable. the market is flucfuative which can rise and fall quickly without us knowing it. and we must always see developments in market prices if we want to invest.']","October 04, 2018, 09:45:02 AM",ngalamunan
17,434       ,Full Member Offline,100        Staker.network - POS Smart Contract ETH Token,"['because not all market predictions are accurate or 100% sure to happen, more people calling themselves are ""experts"" and trying hard to analyse the whole graph to predict what will happens next in it price in the markets, therefore the prediction in on their own knowledge that not in the field, i also have a prediction about my holdings to assure that i will not lost profits everyday. so stay off from markets predictions and make your own prediction for the sake of your coins.']","October 04, 2018, 10:13:23 AM",iamMhew
18,530       ,Sr. Member Offline,250,['I think the forecasts give a General opinion around some of the events and their viewing gives you an overall picture can be useful'],"October 04, 2018, 01:45:02 PM",kenel
19,174       ,Full Member Offline,100,"['indeed we must make sure in making decisions without becoming a speculator, but if the analysis is done by experts I still believe it']","October 04, 2018, 03:06:23 PM",fortuner
0,196       ,Jr. Member Offline,1,['I do agree with you there are lots of disadvantages when you keep up with the prediction market it make you lose hope easily and would want to panic and make a very drastic decision so this topic is very helpful to everyone on this platform '],"October 04, 2018, 03:38:03 PM",jpnl0008
1,210       ,Member Offline,10        Crypto Depository Receipts,"[""Forecasts are very interesting to understand and I always read them, especially if they come from an authoritative source. But of course you shouldn't believe them 100 % . It's all just speculation.""]","October 04, 2018, 04:10:25 PM",Udrujec
